Date,Amount,Purpose,Campaign Name,Payee Name,cpf_payee_info_address,city_name,state_abbreviation,zip_code,Campaign Type,Race,District Number,,,,
1/24/2015,251,Media Dinner,Charlie Brown for City Council,Atticus,1135 E. Evans Ave,Denver,CO,80209,Candidate,District Councilmember,Council District 6,,,,
1/24/2015,100,photography,Friends of Tea Schook,Bernard Grant,PO Box 2903,Denver,CO,80201,Candidate,District Councilmember,Council District 11,,,,
1/24/2015,8.37,Web Domain Registration,Kayvan for Denver,GoDaddy,14455 N. Hayden Rd.,Scottsdale,AZ,85260,Candidate,Council-At-Large,,,,,
1/25/2012,50,Travel - Transportation,Hancock for Denver,East Coast Limousine,2553 Placid Place,Virginia Beach,VA,23453,Candidate,Mayor,,,,,
1/25/2012,25,Data - Ipad,Hancock for Denver,AT&T Corporation,500 North Point,Alpharetta,GA,30005,Candidate,Mayor,,,,,
1/25/2012,1,Bank Fee,Hickenlooper for Mayor,1st Bank,370 17th Street,Denver,CO,80202,Candidate,Mayor,,,,,
1/25/2012,59.9,Online Services,Mejia for Mayor,EZ Publishing, Inc.,1215 21st St, Suite B,Sacramento,CA,95814,Candidate,Mayor,,,
1/25/2013,34.81,reservation fee,Denver County Republican Central Committee,Black Tie Colorado,1600 S albion St,Denver,CO,80222,PAC,,,,,,
1/25/2013,15.12,Food and Beverage,Albus Brooks for City Council,Coffee at the Point,710 E 26th Ave,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/25/2013,74.57,Flowers to Hospital,Albus Brooks for City Council,Babylon Floral designs,1223 E 17th Ave,Denver,CO,80213,Candidate,District Councilmember,Council District 8,,,,
1/25/2013,85.75,Flowers,Hancock for Denver,Michael Jultak Flowers,5151 E. Colfax,Denver,CO,80220,Candidate,Mayor,,,,,
1/25/2013,133.18,Charitable Contribution,Hickenlooper for Mayor,Deluxe Business Products,internet,Denver,CO,80202,Candidate,Mayor,,,,,
1/25/2013,551,printing,Kniech for Council At-Large,Egan Printing,1245 Elati St,Denver,CO,80204,Candidate,Council-At-Large,,,,,
1/25/2013,59.9,Online Services,Mejia for Mayor,EZ Publishing, Inc.,1215 21st St, Suite B,Sacramento,CA,95814,Candidate,Mayor,,,
1/25/2015,20,Food and Beverage,Albus Brooks for City Council,Epic Brewing,3001 Walnut Street,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/25/2015,50,Bridging the Gap: A Solutions Forum on Housing,Langston for Denver,Eventbrite,818 West Seventh Street ,Los Angeles,CA,90017,Candidate,District Councilmember,Council District 7,,,,
1/26/2012,149.01,Cell Phone,Hancock for Denver,T-Mobile,14200 E. Alameda,Aurora,CO,80040,Candidate,Mayor,,,,,
1/26/2012,53.28,Campaign Phones,Mejia for Mayor,Vonage, Inc,23 Main St,Holmdel,NJ,7733,Candidate,Mayor,,,,
1/26/2012,1.85,Internet Media,Mejia for Mayor,Google, Inc.,1600 Amphitheatre Parkway,Mountain View,CA,94043,Candidate,Mayor,,,,
1/26/2015,1100,Finance Director,Albus Brooks for City Council,Derrington Consulting,536 Downing, Unit A,Denver,CO,80218,Candidate,District Councilmember,Council District 8,,,
1/27/2015,25.95,Website,Adams for Denver City Council,Web Network Solutions,12808 Gran Bay Parkway,Jacksonville,FL,32258,Candidate,District Councilmember,Council District 6,,,,
1/27/2015,100,Logo Design,Labuda for Denver,Abigail Goldsmith,3975 S. Pinehurst Cir.,Denver,CO,80235,Candidate,District Councilmember,Council District 2,,,,
1/27/2015,28.6,Meet w/Matthew Stewart,Labuda for Denver,IHOP Store #1815,3100 S. Sheridan,Denver,CO,80227,Candidate,District Councilmember,Council District 2,,,,
1/27/2015,9.8,Stamps Treasurer for bills,Labuda for Denver,USPS Bear Valley Station,7555 W. Amherst Ave.,Denver,CO,80227,Candidate,District Councilmember,Council District 2,,,,
1/27/2015,98,Stamps - fund raising/thank you,Labuda for Denver,USPS Bear Valley Station,7555 W. Amherst Ave.,Denver,CO,80227,Candidate,District Councilmember,Council District 2,,,,
1/27/2015,1000,Printing,Chiari for Denver,C&D Printing,5351 Tennyson St, #1-C,Denver,CO,80212,Candidate,District Councilmember,Council District 10,,,
1/27/2015,68.31,Printed Checks,Chiari for Denver,Harland Clarke,15955 LaCantera Pkwy,San Antonio,TX,78256,Candidate,District Councilmember,Council District 10,,,,
1/28/2012,64.63,Supplies,Sarah McCarthy for Denver,Kelly Hinkle,875 Marion St.,Denver,CO,80220,Candidate,Clerk & Recorder,,,,,
1/28/2013,5,Bank Fees,Hickenlooper for Mayor,First Bank,370 17th St,Denver,CO,80202,Candidate,Mayor,,,,,
1/28/2013,2,bank fees,Elect Chris Martinez,First Bank,18521 Green Valley Ranch Blvd,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
1/28/2014,142,Constituent gifts,Charlie Brown for City Council,Target,400 S. Colorado Blvd,Glendale,CO,80246,Candidate,District Councilmember,Council District 6,,,,
1/28/2014,416.88,Printing,Susman for City Council,C&D Printing, Inc.,5351 Tennyson St #1-C,Denver,CO,80212,Candidate,District Councilmember,Council District 5,,,
1/28/2014,258.29,Purchase aerial images plus taxes,Friends of Denver Parks Inc.,Colorado Aerial Photo Service,2757 W 2nd Ave,Denver,CO,80219,Issue,,,,,,
1/28/2015,73.89,Telephone - Comcast,Denver County Republican Central Committee,Cardmember Service,P.O. Box 790408,Saint Louis,MO,63179,PAC,,,,,,
1/28/2015,250,Event Food & Beverage,Hancock for Denver,Guard and Grace,1801 California St.,Denver,CO,80202,Candidate,Mayor,,,,,
1/28/2015,48.43,Mobile Hotspot Data Plan,Debra for Denver,Straight Talk Wireless,2575 Reeves Rd.,Plainfield,IN,46168,Candidate,Clerk & Recorder,,,,,
1/28/2015,47.97,Laptop/software warranty,Ortega at Large,Best Buy,#1134,Aurora,CO,80011,Candidate,Council-At-Large,,,,,
1/28/2015,19.5,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
1/28/2015,9.75,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
1/28/2015,0.98,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
1/28/2015,77.77,Card Processing Fees,Aaron Greco for Denver ,Democracy Engine,2125 14th Street Northwest,Washington,DC,20009,Candidate,District Councilmember,Council District 7,,,,
1/28/2015,3.2,service Charge,O'Brien for Auditor,PayPal,2211 North First Street,San Jose,CA,95131,Candidate,Auditor,,,,,
1/28/2015,7.33,Ads,Citizens for John Kidd,Google, Inc.,PO BOX 39000,San Francisco,CA,94139,Candidate,District Councilmember,Council District 2,,,
1/28/2015,50,Office supplies,Committee to elect Jake Viano,Office Depot,1150 S Ironton St #120,Denver,CO,80016,Candidate,District Councilmember,Council District 7,,,,
1/29/2013,493.31,Cell Phone,Hancock for Denver,Verizon Wireless,7000 Central Ave. SW,Albuquerque,NM,87121,Candidate,Mayor,,,,,
1/29/2014,81,Visit Denver,Charlie Brown for City Council,Ruth's Chris Steak House,707 15th St,Denver,CO,80202,Candidate,District Councilmember,Council District 6,,,,
1/29/2014,80,Cleaning service for retirement party,Charlie Brown for City Council,Wendy's Cleaning,1495 S. Jersey Way,Denver,CO,80210,Candidate,District Councilmember,Council District 6,,,,
1/29/2014,32.74,Email Marketing,Shepherd for Northwest Denver,iContact,2450 Perimeter Park Drive Suite 105,Morrisville,NC,27560,Candidate,District Councilmember,Council District 1,,,,
1/29/2015,43.8,Food and Beverage,Albus Brooks for City Council,Comida ,3350 Brighton Blvd,Denver,CO,80216,Candidate,District Councilmember,Council District 8,,,,
1/29/2015,378.76,Event Food & Beverage,Hancock for Denver,Guard and Grace,1801 California St.,Denver,CO,80202,Candidate,Mayor,,,,,
1/29/2015,5295,Payroll,Hancock for Denver,Paychex Inc.,911 Panorama Trail S.,Rochester,NY,14625,Candidate,Mayor,,,,,
1/29/2015,500,Campaign consulting,Friends for Chris Herndon,Ben Gelt,861 Humboldt St. Apt. C,Denver,CO,80218,Candidate,District Councilmember,Council District 11,,,,
1/29/2015,200,Photos,Friends for Chris Herndon,Evan Semon,101 W Irvington Pl  #2,Denver,CO,80223,Candidate,District Councilmember,Council District 11,,,,
1/29/2015,59.35,Business Cards,Debra for Denver,BizCard Xpress,10784 E. Iliff Avenue,Aurora,CO,80014,Candidate,Clerk & Recorder,,,,,
1/29/2015,115,Photoshoot Makeup,Shepherd for Northwest Denver,Sara Duffey Artistry,4950 Washington Street,Denver,CO,80216,Candidate,District Councilmember,Council District 1,,,,
1/29/2015,26.9,Donation Box,Shepherd for Northwest Denver,Container Store,2500 E 1st Ave,Denver,CO,80206,Candidate,District Councilmember,Council District 1,,,,
1/29/2015,1.95,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
1/29/2015,3.9,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
1/30/2015,24.05,Bank Fees,Nevitt for Auditor,Square Up,901 Mission St,San Francisco,CA,94103,Candidate,Auditor,,,,,
1/30/2015,500,Cam. Mgr Fee,Jose G. Silva for Denver,Hugo Palma,2185 Farnsworth Drive,Colorado Springs,CO,80916,Candidate,Council-At-Large,,,,,
1/30/2015,1.95,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
1/30/2015,3.9,Processing Fee,Campaign to Elect Shelli Brown,Democracy.com,411 Lafayette Street, 6th Floor,New York,NY,10003,Candidate,District Councilmember,Council District 11,,,
1/30/2015,734.24,Stationary & Letterhead,Paul Lopez for Denver,C&D Printing,5351 Tennyson St.,Denver,CO,80212,Candidate,District Councilmember,Council District 3,,,,
1/30/2015,70,Design Svcs,Paul Lopez for Denver,Pat Lombardi,765 Barberry Circle,Lafayette,CO,80026,Candidate,District Councilmember,Council District 3,,,,
1/30/2015,40,Design Svcs,Paul Lopez for Denver,Pat Lombardi,765 Barberry Circle,Lafayette,CO,80026,Candidate,District Councilmember,Council District 3,,,,
1/30/2015,3,Fees,Kendra Black for District 4 City Council,FirstBank,P.O. Box 150097,Lakewood,CO,80215,Candidate,District Councilmember,Council District 4,,,,
1/30/2015,620.16,Payroll Taxes,Kendra Black for District 4 City Council,PayChex,4300 Kittredge St. Suite 100,Denver,CO,80239,Candidate,District Councilmember,Council District 4,,,,
1/30/2015,7.94,Payroll Fees,Kendra Black for District 4 City Council,PayChex,4300 Kittredge St. Suite 100,Denver,CO,80239,Candidate,District Councilmember,Council District 4,,,,
1/30/2015,47.6,Bank Fees,Adams for Denver City Council,Litle and Co,900 Chelmsford St,Lowell,MA,1851,Candidate,District Councilmember,Council District 6,,,,
1/30/2015,100.18,Bank Fees,Adams for Denver City Council,Act Blue,366 Summer Street,Somerville,MA,2114,Candidate,District Councilmember,Council District 6,,,,
1/30/2015,35.45,Bank Fees,Adams for Denver City Council,Square,901 Mission St,San Francisco,CA,94103,Candidate,District Councilmember,Council District 6,,,,
1/30/2015,3,Paper Statement Fee,Labuda for Denver,Key Bank ,2693 West Evans Ave.,Denver,CO,80219,Candidate,District Councilmember,Council District 2,,,,
1/30/2015,5,Service Charge,Labuda for Denver,Key Bank ,2693 West Evans Ave.,Denver,CO,80219,Candidate,District Councilmember,Council District 2,,,,
1/30/2015,40.13,Supplies,Committee to Elect Stacie Gilmore,7-Eleven,4709 N. Tower Road,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
1/30/2015,19,Website software,Anna Jones For City Council,Nationbuilder,448 S. Hill St Suite 200,Los Angeles,CA,90013,Candidate,District Councilmember,Council District 10,,,,
1/30/2015,47.33,Strategy meeting,Anna Jones For City Council,Trattoria Stella,3201 E Colfax,Denver,CO,80206,Candidate,District Councilmember,Council District 10,,,,
1/30/2015,13,.com domain registration,Friends of Joan Poston for County Clerk,GoDaddy,online,Denver,CO,80237,Candidate,Clerk & Recorder,,,,,
1/31/2012,20,Service Fee,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/31/2012,2,paper statement fee,Connor for Council,Key Bank,100 Broadway,Denver,CO,80203,Candidate,District Councilmember,Council District 7,,,,
1/31/2012,15.69,Bank Service Fee,Hancock for Denver,Citywide Banks,6500 E. Hampden,Denver,CO,80224,Candidate,Mayor,,,,,
1/31/2012,14,Bank Service Fee,Hancock for Denver,Citywide Banks,6500 E. Hampden,Denver,CO,80224,Candidate,Mayor,,,,,
1/31/2012,2,bank card fee,Elect Chris Martinez,First Bank,18521 Green Valley Ranch Blvd,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
1/31/2012,14,Bank Service Charge,Mejia for Mayor,Wells Fargo Bank,P.O. Box 5247,Denver,CO,80274,Candidate,Mayor,,,,,
1/31/2012,5.21,Bank fee,Denver First, A Political Committee,Cache Bank & Trust,410 17th St., #100,Denver,CO,80202,Candidate,Mayor,,,
1/31/2013,20,Monthly Service Fee,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/31/2013,25,Membership,Charlie Brown for City Council,National Museum of the American Indian,4th St & Independence Ave SW,Washington,DC,20560,Candidate,District Councilmember,Council District 6,,,,
1/31/2013,3,Paper Statement Fee,Connor for Council,Key Bank,100 Broadway,Denver,CO,80203,Candidate,District Councilmember,Council District 7,,,,
1/31/2013,1000,Consulting Fee,Hickenlooper for Mayor,Hansen Communications,3087A Tejon St,Denver,CO,80211,Candidate,Mayor,,,,,
1/31/2014,20,Bank Fees,Albus Brooks for City Council,Wells Fargo ,2559 Welton St,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
1/31/2014,14.8,Bank Fees,Albus Brooks for City Council,Paypal: Albus Brooks,2211 North First St,San Jose,CA,95131,Candidate,District Councilmember,Council District 8,,,,
1/31/2014,3,paper statement fee,Connor for Council,Key Bank,100 Broadway,Denver,CO,80203,Candidate,District Councilmember,Council District 7,,,,
1/31/2014,114.1,Travel-Transportation,Hancock for Denver,Frontier Airlines,7001 Tower Road,Denver,CO,80249,Candidate,Mayor,,,,,
1/31/2014,309.5,Travel-Transportation,Hancock for Denver,United Airlines,77 W. Wacker Drive,Chicago,IL,60601,Candidate,Mayor,,,,,
1/31/2014,4,bank fees,Elect Chris Martinez,First Bank,18521 Green Valley Ranch Blvd,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
1/31/2014,25.04,Fees,Friends for Ian,PayPal Inc,2211 N 1st Street,San Jose,CA,95131,Candidate,District Councilmember,Council District 7,,,,
1/31/2014,18.47,Credit Card Process Fee,Nevitt for Auditor,ActBlue,PO Box 441146,Somerville,MA,2114,Candidate,Auditor,,,,,
1/31/2014,6.27,Credit Card Process Fee,Nevitt for Auditor,Litle & Co,900 Chelmsford St,Lowell,MA,1851,Candidate,Auditor,,,,,
2/1/2012,-200,refund for mailing services,Linkhart for Mayor,Blue Utopia,PO Box 4486 ,Seattle,WA,98194,Candidate,Mayor,,,,,
2/1/2013,15,Food and Beverage,Albus Brooks for City Council,Jakes Food and Spirits,3800 Walnut,Denver,CO,80205,Candidate,District Councilmember,Council District 8,,,,
2/1/2013,4000,Consulting-Fundraising,Hancock for Denver,MDL Consulting LLC,2807 W. 23rd Ave.,Denver,CO,80211,Candidate,Mayor,,,,,
2/1/2013,29,voter outreach,Shepherd for Northwest Denver,iContact,2450 Perimeter Park Drive Suite 105,Morrisville,NC,27560,Candidate,District Councilmember,Council District 1,,,,
2/1/2015,264.14,Campaign Yard Signs,Debra for Denver,Speedy Signs,162 SW Spencer Ct,Lake City,FL,32024,Candidate,Clerk & Recorder,,,,,
2/1/2015,140,Jefferson/Jackson Dinner,Debra for Denver,Colorado Democratic Party,789 Sherman St.,Denver,CO,80203,Candidate,Clerk & Recorder,,,,,
2/1/2015,3000,Political Consulting,Kashmann For Council - Denver District 6,Brent Fahrberger,7133 W. Virginia Ave. #212,Lakewood,CO,80214,Candidate,District Councilmember,Council District 6,,,,
2/1/2015,904.87,Campaign Kickoff Invites,Labuda for Denver,OfficeMax,895 W. Hampden Ave.,Englewood,CO,80110,Candidate,District Councilmember,Council District 2,,,,
2/1/2015,193.44,Printing,Committee to Elect Stacie Gilmore,C&D Printing, Inc.,5351 Tennyson Street, Unit 1-C,Denver,CO,80212,Candidate,District Councilmember,Council District 11,,
2/1/2015,1800,Communications,McGihon for City Council,CLH Communications,302 S. Kearney,Denver,CO,80220,Candidate,District Councilmember,Council District 7,,,,
2/1/2015,76.11,name tags,McGihon for City Council,Namify,7342 S. Alton Way,Centennial,CO,80112,Candidate,District Councilmember,Council District 7,,,,
2/1/2015,187.2,Envelopes ,Travis Leiker for Denver City Council ,C&D Printing Inc,5351 Tennyson,Denver,CO,80212,Candidate,District Councilmember,Council District 10,,,,
2/2/2012,10,Food and Beverage,Albus Brooks for City Council,Brown Palace,321 17th St,Denver,CO,80202,Candidate,District Councilmember,Council District 8,,,,
2/2/2014,7.62,Fundraising travel,Halisi Vinson for Denver,CVS Pharmacy,5399 W Centinela Ave,Los Angeles,CA,90045,Candidate,District Councilmember,Council District 4,,,,
2/2/2015,60,Advertising,Albus Brooks for City Council,Facebook,471 Emerson St,Palo Alto,CA,94301,Candidate,District Councilmember,Council District 8,,,,
2/2/2015,27.5,Food and Beverage,Albus Brooks for City Council,Crimson & Gold,2017 S University Blvd,Denver,CO,80210,Candidate,District Councilmember,Council District 8,,,,
2/2/2015,1650.48,Printing,Hancock for Denver,C&D Printing,5351 Tennyson St. Unit 1-C,Denver,CO,80212,Candidate,Mayor,,,,,
2/2/2015,1.9,Banking Fees,Kniech for Council At-Large,Square, Inc.,1455 Market Street #600,San Francisco,CA,94103,Candidate,Council-At-Large,,,,
2/2/2015,75,Newsletter,Kniech for Council At-Large,MailChimp,512 Means St. Suite 404,Atlanta,GA,30318,Candidate,Council-At-Large,,,,,
2/2/2015,150,Advertising,The Committee to Elect Michael Borcherding,Facebook,online,Denver,CO,80202,Candidate,District Councilmember,Council District 9,,,,
2/2/2015,5,Internet bill pay fee,Halisi Vinson for Denver,First Bank,8901 E. Hampden Ave.,Denver,CO,80231,Candidate,District Councilmember,Council District 4,,,,
2/2/2015,9.8,Postage,Campaign to Elect Shelli Brown,King Soopers,18605 Green Valley Ranch Boulevard,Denver,CO,80249,Candidate,District Councilmember,Council District 11,,,,
